time,funding
2023-03-23 08:00:00.001000+00:00,0.0001
2023-03-23 16:00:00.013000+00:00,0.00068996
2023-03-24 00:00:00.013000+00:00,0.00044592
2023-03-24 08:00:00.012000+00:00,0.0001
2023-03-24 16:00:00.027000+00:00,0.0001
2023-03-25 00:00:00.015000+00:00,0.0001
2023-03-25 08:00:00.011000+00:00,0.0001
2023-03-25 16:00:00.011000+00:00,0.0001
2023-03-26 00:00:00+00:00,0.0001
2023-03-26 08:00:00.015000+00:00,0.0001
2023-03-26 16:00:00+00:00,0.0001
2023-03-27 00:00:00.019000+00:00,0.0001
2023-03-27 08:00:00.009000+00:00,0.0001
2023-03-27 16:00:00+00:00,0.0001
2023-03-28 00:00:00.007000+00:00,0.0001
2023-03-28 08:00:00+00:00,5.311e-05
2023-03-28 16:00:00.013000+00:00,1.288e-05
2023-03-29 00:00:00.010000+00:00,0.0001
2023-03-29 08:00:00.006000+00:00,0.0001
2023-03-29 16:00:00.014000+00:00,0.0001
2023-03-30 00:00:00+00:00,0.0001
2023-03-30 08:00:00+00:00,2.04e-06
2023-03-30 16:00:00.006000+00:00,0.0001
2023-03-31 00:00:00.003000+00:00,0.0001
2023-03-31 08:00:00.006000+00:00,0.0001
2023-03-31 16:00:00.011000+00:00,0.0001
2023-04-01 00:00:00+00:00,0.0001
2023-04-01 08:00:00+00:00,0.0001
2023-04-01 16:00:00.018000+00:00,0.0001
2023-04-02 00:00:00.013000+00:00,8.529e-05
2023-04-02 08:00:00.014000+00:00,0.0001
2023-04-02 16:00:00.001000+00:00,6.834e-05
2023-04-03 00:00:00+00:00,6.38e-05
2023-04-03 08:00:00.013000+00:00,2.3e-07
2023-04-03 16:00:00.011000+00:00,0.0001
2023-04-04 00:00:00.002000+00:00,-3.33e-06
2023-04-04 08:00:00.017000+00:00,1.005e-05
2023-04-04 16:00:00.008000+00:00,-9.5e-05
2023-04-05 00:00:00+00:00,0.0001
2023-04-05 08:00:00.016000+00:00,0.0001
2023-04-05 16:00:00.004000+00:00,1.841e-05
2023-04-06 00:00:00+00:00,0.0001
2023-04-06 08:00:00.011000+00:00,0.0001
2023-04-06 16:00:00+00:00,0.0001
2023-04-07 00:00:00.006000+00:00,0.0001
2023-04-07 08:00:00.005000+00:00,0.0001
2023-04-07 16:00:00+00:00,7.806e-05
2023-04-08 00:00:00+00:00,9.458e-05
2023-04-08 08:00:00.014000+00:00,8.062e-05
2023-04-08 16:00:00.018000+00:00,0.0001
2023-04-09 00:00:00.013000+00:00,0.0001
2023-04-09 08:00:00.024000+00:00,0.0001
2023-04-09 16:00:00.010000+00:00,0.0001
2023-04-10 00:00:00+00:00,9.565e-05
2023-04-10 08:00:00.010000+00:00,0.0001
2023-04-10 16:00:00.006000+00:00,0.0001
2023-04-11 00:00:00.008000+00:00,0.0001
2023-04-11 08:00:00.007000+00:00,0.0001
2023-04-11 16:00:00.016000+00:00,0.0001
2023-04-12 00:00:00.006000+00:00,0.0001
2023-04-12 08:00:00.008000+00:00,0.0001
2023-04-12 16:00:00.014000+00:00,0.0001
2023-04-13 00:00:00.027000+00:00,0.0001
2023-04-13 08:00:00.010000+00:00,0.0001
2023-04-13 16:00:00+00:00,0.0001
2023-04-14 00:00:00.001000+00:00,0.0001
2023-04-14 08:00:00.008000+00:00,0.00055791
2023-04-14 16:00:00.007000+00:00,0.00020046
2023-04-15 00:00:00.007000+00:00,0.00013486
2023-04-15 08:00:00.007000+00:00,0.00044505
2023-04-15 16:00:00.011000+00:00,0.00038224
2023-04-16 00:00:00.014000+00:00,0.00055995
2023-04-16 08:00:00.007000+00:00,0.0002086
2023-04-16 16:00:00.002000+00:00,0.00034083
2023-04-17 00:00:00.017000+00:00,0.0001
2023-04-17 08:00:00.006000+00:00,0.00045239
2023-04-17 16:00:00+00:00,0.0003621
2023-04-18 00:00:00.013000+00:00,0.00023783
2023-04-18 08:00:00.017000+00:00,0.00033795
2023-04-18 16:00:00+00:00,0.00023562
2023-04-19 00:00:00.022000+00:00,0.0001
2023-04-19 08:00:00.014000+00:00,0.00018602
2023-04-19 16:00:00+00:00,0.0001
2023-04-20 00:00:00.010000+00:00,0.0001
2023-04-20 08:00:00.012000+00:00,0.0001
2023-04-20 16:00:00.012000+00:00,0.0001
2023-04-21 00:00:00.009000+00:00,0.0001
2023-04-21 08:00:00.009000+00:00,0.0001
2023-04-21 16:00:00.003000+00:00,8.082e-05
2023-04-22 00:00:00+00:00,0.0001
2023-04-22 08:00:00+00:00,0.0001
2023-04-22 16:00:00.016000+00:00,3.719e-05
2023-04-23 00:00:00.009000+00:00,-3.924e-05
2023-04-23 08:00:00.020000+00:00,4.092e-05
2023-04-23 16:00:00.007000+00:00,4.308e-05
2023-04-24 00:00:00+00:00,-4.329e-05
2023-04-24 08:00:00.008000+00:00,1.852e-05
2023-04-24 16:00:00.006000+00:00,-1.437e-05
2023-04-25 00:00:00.014000+00:00,4.275e-05
2023-04-25 08:00:00.009000+00:00,1.176e-05
2023-04-25 16:00:00.015000+00:00,7.804e-05
2023-04-26 00:00:00.015000+00:00,5.298e-05
2023-04-26 08:00:00.013000+00:00,7.555e-05
2023-04-26 16:00:00.001000+00:00,3.906e-05
2023-04-27 00:00:00.014000+00:00,-6.443e-05
2023-04-27 08:00:00.008000+00:00,7.612e-05
2023-04-27 16:00:00.005000+00:00,1.594e-05
2023-04-28 00:00:00.011000+00:00,-1.619e-05
2023-04-28 08:00:00.007000+00:00,4.218e-05
2023-04-28 16:00:00.006000+00:00,0.0001
2023-04-29 00:00:00.004000+00:00,5.242e-05
2023-04-29 08:00:00.016000+00:00,1.848e-05
2023-04-29 16:00:00.001000+00:00,1.185e-05
2023-04-30 00:00:00.008000+00:00,-1.624e-05
2023-04-30 08:00:00+00:00,4.107e-05
2023-04-30 16:00:00.010000+00:00,4.418e-05
2023-05-01 00:00:00.004000+00:00,6.565e-05
2023-05-01 08:00:00.008000+00:00,4.709e-05
2023-05-01 16:00:00.014000+00:00,0.0001
2023-05-02 00:00:00.015000+00:00,3.242e-05
2023-05-02 08:00:00.018000+00:00,6.435e-05
2023-05-02 16:00:00+00:00,6.614e-05
2023-05-03 00:00:00.009000+00:00,4.923e-05
2023-05-03 08:00:00.003000+00:00,5.327e-05
2023-05-03 16:00:00.011000+00:00,8.126e-05
2023-05-04 00:00:00+00:00,2.788e-05
2023-05-04 08:00:00+00:00,9.78e-05
2023-05-04 16:00:00.011000+00:00,0.0001
2023-05-05 00:00:00.002000+00:00,0.0001
2023-05-05 08:00:00+00:00,5.613e-05
2023-05-05 16:00:00+00:00,0.0001
2023-05-06 00:00:00.009000+00:00,9.698e-05
2023-05-06 08:00:00+00:00,0.0001
2023-05-06 16:00:00+00:00,4.726e-05
2023-05-07 00:00:00+00:00,1.471e-05
2023-05-07 08:00:00+00:00,2.622e-05
2023-05-07 16:00:00.006000+00:00,8.874e-05
2023-05-08 00:00:00+00:00,8.562e-05
2023-05-08 08:00:00.007000+00:00,2.193e-05
2023-05-08 16:00:00.015000+00:00,5.561e-05
2023-05-09 00:00:00.015000+00:00,-0.00027013
2023-05-09 08:00:00+00:00,-7.133e-05
2023-05-09 16:00:00+00:00,-9.3e-06
2023-05-10 00:00:00.007000+00:00,1.834e-05
2023-05-10 08:00:00.003000+00:00,-7.242e-05
2023-05-10 16:00:00+00:00,2.949e-05
2023-05-11 00:00:00.011000+00:00,7.886e-05
2023-05-11 08:00:00+00:00,5.408e-05
2023-05-11 16:00:00.005000+00:00,2.632e-05
2023-05-12 00:00:00.020000+00:00,-2.376e-05
2023-05-12 08:00:00.001000+00:00,4.748e-05
2023-05-12 16:00:00.010000+00:00,1.418e-05
2023-05-13 00:00:00+00:00,1.748e-05
2023-05-13 08:00:00+00:00,0.0001
2023-05-13 16:00:00.026000+00:00,0.0001
2023-05-14 00:00:00.029000+00:00,8.128e-05
2023-05-14 08:00:00.010000+00:00,3.981e-05
2023-05-14 16:00:00.008000+00:00,5.805e-05
2023-05-15 00:00:00.006000+00:00,2.754e-05
2023-05-15 08:00:00.005000+00:00,6.016e-05
2023-05-15 16:00:00.008000+00:00,4.817e-05
2023-05-16 00:00:00.021000+00:00,5.065e-05
2023-05-16 08:00:00+00:00,8.832e-05
2023-05-16 16:00:00+00:00,0.0001
2023-05-17 00:00:00.010000+00:00,7.992e-05
2023-05-17 08:00:00+00:00,5.905e-05
2023-05-17 16:00:00.001000+00:00,5.906e-05
2023-05-18 00:00:00+00:00,0.0001
2023-05-18 08:00:00.026000+00:00,0.0001
2023-05-18 16:00:00.019000+00:00,5.823e-05
2023-05-19 00:00:00+00:00,6.546e-05
2023-05-19 08:00:00.002000+00:00,3.299e-05
2023-05-19 16:00:00+00:00,7.406e-05
2023-05-20 00:00:00.005000+00:00,0.0001
2023-05-20 08:00:00.014000+00:00,9.25e-05
2023-05-20 16:00:00.020000+00:00,0.0001
2023-05-21 00:00:00.014000+00:00,0.0001
2023-05-21 08:00:00.001000+00:00,0.0001
2023-05-21 16:00:00.015000+00:00,0.0001
